State,FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
California,1011443,Kaiser Permanente San Jose Farmers' Market,http://www.pcfma.org,,www.twitter.com/PacCoastFarmers,,,"250 Hospital Parkway, San Jose, California 95119",San Jose ,Santa Clara,,01/01/2015 to 12/31/2015,Fri: 10:00 AM-2:00 PM;,,,,,,,-121.80014,37.240456,,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,7/20/2015 13:40
California,1011444,Kaiser Permanente Santa Clara Farmers' Market,http://www.pcfma.org,,www.twitter.com/PacCoastFarmers,,,710 Lawrence Expressway,Santa Clara,Santa Clara,95051,01/01/2015 to 12/31/2015,Fri: 8:30 AM-1:30 PM;,,,,,,,-121.99857,37.336357,,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,7/20/2015 13:48
California,1006572,Kaiser Permanente Union City Farmers' Market,http://www.pcfma.com/market_home.php?market_id=32,,,,,3553 Whipple Road,Union City,Alameda,94587,January to December,Tue:10:00 AM - 2:00 PM;,,,,,,,-122.08324,37.605675,Healthcare Institution,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/13/2012 18:21
California,1011485,Kaiser Redwood City Certified Farmers' Market,http://pcfma.org,,twitter.com/PacCoastFarmers,,instagram.com/pcfma,Veterans Blvd. and Maple St.,Redwood City,San Mateo,94063,04/01/2015 to 10/28/2015,Wed: 10:00 AM-2:00 PM;,,,,,,,-122.22265,37.488991,,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/21/2015 20:20
California,1011502,Kaiser San Francisco Certified Farmers' Market,http://pcfma.org,,twitter.com/PacCoastFarmers,,instagram.com/pcfma,Geary St. and St. Joseph Ave.,San Francisco,San Francisco,94115,01/01/2015 to 12/31/2015,Wed: 10:00 AM-2:00 PM;,,,,,,,-122.44293,37.782696,,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,7/24/2015 14:13
California,1003673,Kaiser South Bay Farmers' Market,http://www.lacienegafarmersmarket.com,https://www.facebook.com/kaisersouthbayfarmersmarket?ref=hl,https://twitter.com/MNPFarmersMkt,,,25825 S. Vermont Avenue,Harbor City,Los Angeles,90710,01/01/2014 to 12/01/2014,Wed: 10:00 AM-3:00 PM;,,,,,,,-118.29374,33.790081,Healthcare Institution,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,4/1/2014 20:16
California,1011466,Kaiser South San Francisco Certified Farmers' Market,http://pcfma.org,,twitter.com/PacCoastFarmers,,instagram.com/pcfma,1200 El Camino Real,South San Francisco ,San Mateo,94080,05/05/2015 to 10/13/2015,Tue: 10:00 AM-2:00 PM;,,,,,,,-122.43948,37.658875,,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/20/2015 15:02
California,1011356,Kaiser Vallejo Farmers' Market,http://www.pcfma.org,,,,,975 Sereno Dr.,Vallejo ,Contra Costa,,01/01/2015 to 12/31/2015,Fri: 10:00 AM-2:00 PM;,,,,,,,-122.24844,38.12767,,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/14/2015 11:48
California,1011346,Kaiser Walnut Creek,http://www.pcfma.org,,,,,1425 Main St.,Walnut Creek,Contra Costa,,01/01/2015 to 12/31/2015,Tue: 10:00 AM-2:00 PM;,,,,,,,-122.0609,37.899494,,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/14/2015 11:06
California,1003093,Kelseyville Steele Winery Farmers Market,,,,,,Highway 29 & Thomas Dr.,Kelseyville,Lake,95451,,,,,,,,,-122.876,38.997101,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1005578,Kenneth Village,,,,,,1435 W. Kenneth Rd.,GLENDALE,Los Angeles,,,,,,,,,,-118.281,34.173,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
California,1005923,Kenny's Farms,,,,,,3443 S Market Street,,SHASTA,,,,,,,,,,-122.443,37.757401,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
California,1018630,Kenwood Community Farmers Market,http://www.communityfarmersmarkets.com,https://www.facebook.com/kenwoodcommunityfarmersmarket/,,,Instagram communitymarkets,9000 Sonoma Hwy,Kenwood ,Sonoma,95452,06/04/2017 to 09/24/2017,Sun: 10:00 AM-2:00 PM;,,,,,,,-122.55035,38.418995,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,7/8/2017 12:11
California,1007852,Kerr Cultural Center Farmers and Craft Market,,,,,,6110 N. Scottsdale Road,Scottsdale,Mariposa,85250,,,,,,,,,-121.414,38.487598,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1000922,King City Certified Farmers Market,http://www.kingcitychamber.com,,,,,100 & 200 Block of Broadway St.,King City,Monterey,93930,May to October,Wed:4:00 PM - 7:00 PM;,,,,,,,-121.12376,36.214153,Closed-off public street,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/30/2012 12:44
California,1000653,King's Beach Farmers Market,http://www.foothillfarmersmarket.com,,,,,Highway 28 & Coon St.,Kings Beach,Placer,96143,,,,,,,,,-120.15,39.150002,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1004330,L.A. Adams/Vermont Farmers Market,http://www.farmernet.com,,,,,"1432 W. Adams, St. Agnes Catholic Church",Los Angeles,Los Angeles,90007,,,,,,,,,-118.292,34.032398,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1005487,L.A. Arts District Little Tokyo Farmers Market,,,,,,"700 Block, Traction St. & 3rd St.",Los Angeles,Los Angeles,90039,,,,,,,,,-118.236,34.045898,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1002082,L.A. Central Avenue Farmers Market,http://www.farmernet.com,,,,,43rd St. & Central Ave.,Hollywood,Los Angeles,90028,,,,,,,,,-121.448,38.570599,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1005154,L.A. Chinatown Farmers Market,http://www.farmernet.com,,,,,727 North Hill & Alpine,Los Angeles,Los Angeles,90012,,,,,,,,,-118.24,34.062801,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1004896,L.A. Harambee Farmers Market,http://www.farmernet.com,,,,,Crenshaw & Slausan,Los Angeles,Los Angeles,90010,,,,,,,,,-118.331,33.988998,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1003447,L.A. Larchmont Village Farmers Market,,,,,,"Larchmont Bldg., Lot #694",Los Angeles,Los Angeles,90042,,,,,,,,,-118.324,34.083401,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1002081,L.A. Leimert Park Farmers Market,http://www.farmernet.com,,,,,43rd St. & Degnan,Hollywood,Los Angeles,90028,,,,,,,,,-118.34,34.010601,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1003446,L.A. Melrose Place Farmers Market,,,,,,Melrose Place & Croft,Los Angeles,Los Angeles,90029,,,,,,,,,-118.374,34.084099,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1005752,L.A. Seventh & Fig Farmers Market,http://www.farmernet.com,,,,,Figueroa St. & 7th,Los Angeles,Los Angeles,90017,,,,,,,,,-118.26,34.0494,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1001269,L.A. Silverlake Farmers Market,http://www.farmernet.com,,,,,9700 Sunset Blvd.,Los Angeles,Los Angeles,90029,,,,,,,,,-118.282,34.094299,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1003441,L.A. Wilshire Center Farmers Market,http://www.ccfm.com,,,,,Mariposa & Wilshire,Tarzana,Los Angeles,91356,,,,,,,,,-119.016,36.067799,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1003444,La Canada Flintridge Farmers Market,http://www.farmernet.com,,,,,Beulah Dr. & Foothill Ave.,La Canada Flintridge,Los Angeles,91011,,,,,,,,,-118.198,34.203499,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1009715,La Cienega CFM at Kaiser WLA,http://www.lacienegafarmersmarket.com,https://www.facebook.com/kaiserwestlafarmersmarket?ref=hl,https://twitter.com/MNPFarmersMkt,,,6041 Cadillac Avenue and La Cienega Blvd.,Mid-City Los Angeles,Los Angeles,90034,01/01/2014 to 12/17/2014,Wed: 9:00 AM-2:30 PM;,,,,,,,-118.37527,34.038658,Healthcare Institution,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,4/1/2014 20:23
California,1009714,La Cienega Farmers' Market,http://www.lacienegafarmersmarket.com,https://www.facebook.com/lacienegafarmersmarket?ref=hl,https://twitter.com/LaCienegaCFM,,,1801 So. La Cienega Blvd. and 18th Street,Mid-City Los Angeles,Los Angeles,90035,01/02/2014 to ,Thu: 2:00 PM-7:30 PM;,,,,,,,-118.37714,34.04435,Private business parking lot,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,4/1/2014 20:21
California,1009451,La Jara Farmer's Market ,http://www.lajollamarket.com/,https://www.facebook.com/pages/La-Jolla-Open-Aire-Market/106322796070734?ref=hl,,,,Corner of Girard St. and Genter Ave. ,La Jolla,San Diego,92037,,,,,,,,,-117.272,32.837601,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
California,1005521,La Mesa Certified Farmers Market,,https://www.facebook.com/pages/La-Mesa-Certified-Farmers-Market/143905265741109,,,,Corner of University and Spring St.,La Mesa,San Diego,91941,01/01/2014 to 12/01/2014,Fri: 2:00 PM-6:00 PM;,,,,,,,-117.02213,32.767139,Local government building grounds,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,Y,3/31/2014 22:29
California,1006156,Lafayette Farmers Market,http://www.cccfm.org,,,,,Lafayette Park Plaza at Moraga Road and Mt. Diablo Blvd,Lafayette,Contra Costa,94549,May to September,Thu:3:30 pm - 7:00 pm;,,,,,,,-122.118,37.8918,Private business parking lot,N,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/5/2011 20:19
California,1009633,Laguna Beach Certified Farmers Market,http://www.orange.cfbf.com,https://www.facebook.com/ocfarmbureaufarmersmarkets,,,,Forest Ave and 3rd,Laguna Beach,Orange,,01/01/2015 to 12/31/2015,Sat: 8:00 AM-12:00 PM;,,,,,,,-117.78168,33.544918,,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,N,4/8/2015 12:53
California,1005601,Laguna Hills Certified Farmers' Market,http://www.orange.cfbf.com/,https://www.facebook.com/ocfarmbureaufarmersmarkets,,,,"I-5 & El Toro Road, Laguna Hills Mall",Laguna Hills,Orange,92653,01/01/2015 to 12/31/2015,Fri: 9:00 AM-1:00 PM;,,,,,,,-117.70487,33.608952,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,N,4/8/2015 12:44
California,1003419,laguna niguel CFM,http://www.orange.cfbf.com,https://www.facebook.com/ocfarmbureaufarmersmarkets,,,,La Paz and Pacific Park,Laguna Niguel,Orange,92677,01/01/2015 to 12/31/2015,Sun: 8:00 AM-12:00 PM;,,,,,,,-117.70828,33.568867,,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,4/8/2015 12:46
California,1005088,Lake Arrowhead Farmers Market,,,,,,"28200 Hwy. 189, Hwys. 189 & 173",Lake Arrowhead,San Bernardino,92352,,,,,,,,,-117.19,34.249401,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1012785,Lake of the Pines Association Certified Farmers Market,http://www.lop.org/sub_category_list.asp?category=108&title=Farmers+Market,https://www.facebook.com/LOPFarmersMarket/,,,,11665 Lakeshore North ,Auburn ,Nevada,95602,06/14/2016 to 09/27/2016,Tue: 3:00 PM-7:00 PM;,06/13/2017 to 09/26/2017,Tue: 4:00 PM-6:30 PM;,,,,,-121.06643,39.040604,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,Y,8/15/2016 16:15
California,1000654,Lake of the Pines Farmers Market,http://www.foothillfarmersmarket.com,,,,,Highway 49 at Wolf Road,Grass Valley,Nevada,95949,,,,,,,,,-121.123,38.985298,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1008508,Lakeshore Farmers Market,,https://www.facebook.com/#!/pages/Lakeshore-Farmers-Market/172012482833807,,,,7455 Wofford Heights Bvld,Wofford Heights,Kern,93285,01/01/2015 to 12/31/2015,Sat: 9:00 AM-1:00 PM;,,,,,,,-118.44044,35.710346,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,7/28/2015 20:20
California,1012340,Lakewood Center Farmers' Market,http://Socalfarmersmarkets.net,www.facebook.com/lakewoodcenterfarmersmarket,,,www.instagram.com/socalfarmersmarkets,500 Lakewood Blvd,Lakewood ,Los Angeles,90712,01/01/2016 to 12/31/2016,Sat: 8:00 AM-12:30 PM;,,,,,,,-118.14222,33.852829,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,7/7/2016 21:23
California,1003442,Larchmont Village Farmers Market,http://www.ccfm.com,,,,,"Larchmont Blvd., Lot #694",Tarzana,Los Angeles,91356,,,,,,,,,-118.324,34.074799,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1002977,Larkspur Farmers Market,,,,,,Larkspur Landing Circle,Novato,Marin,94949,,,,,,,,,-122.564,38.098301,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1010899,Lassen County Farmers' Market,http://lassenlandandtrailstrust.org ,Lassen Land Trust,,,,44 South Gay St. (Pancera Plaza) Uptown Susanville,Susanville,Lassen,96130,06/04/2016 to 09/24/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-120.66077,40.417786,,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,6/27/2016 21:43
California,1001023,Lawndale Certified Farmers Market,http://www.lawndalechamber.org,,,,,14717 Burin Ave.,Lawndale,Los Angeles,90260,01/01/2014 to 11/26/2014,Wed: 2:00 PM-7:00 PM;,,,,,,,-118.354,33.898201,Local government building grounds,N,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,4/2/2014 22:56
California,1003899,Laytonville Certified Farmers' Market,http://www.MCFARM.org,Fans of Laytonville Farmers' Market,,,,44400 Willis Ave.,Laytonville,Mendocino,95454,01/01/2015 to 12/31/2015,Mon: 2:30 PM-5:00 PM;,,,,,,,-123.48324,39.68145,,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,7/27/2015 13:17
California,1003762,Lemoore Farmers Market,,,,,,D St.& Fox St.,Lemoore,Kings,93245,,,,,,,,,-119.786,36.301601,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1007342,Leucadia/Encinitas Farmers Market and Art Fair,,,,,,185 Union Street (cross street Vulcan),Encinitas,San Diego,92024,,,,,,,,,-119.601,37.241699,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/15/2011 16:04
California,1011300,Lincoln Heights Certified Farmers Market,http://LHBA.org,Lincoln Heights Certified Farmers Market,,,,N. Broadway between Daly St & Workman parking lot,Los Angeles,Los Angeles,90031,01/01/2015 to 12/31/2015,Wed: 3:00 PM-7:00 PM;,,,,,,,-118.21519,34.072899,,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,7/6/2015 15:14
California,1001048,Lincoln Hills Sun City Farmers Market,http://www.Salleorchards.com,salle orchards,,,,965 Orchard Creek Lodge,Lincoln,Placer,,05/20/2015 to 11/18/2015,Wed: 8:00 AM-12:00 PM;,,,,,,,-121.27699,38.868908,,Y,Y,Y,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,3/31/2015 15:26
California,1010162,Linda Vista Certified Farmers Market,http://www.sdfarmbureau.org,https://www.facebook.com/LindaVistaFarmersMarket,,,,6939 Linda Vista Road,San Diego,San Diego,92111,01/01/2016 to 12/31/2016,Thu: 2:00 PM-7:00 PM;,,,,,,,-117.17072,32.785137,,Y,Y,Y,Y,Y,-,N,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,6/27/2016 15:18
California,1019281,Little Italy Mercato CFM,http://LittleItalyMercato.com,https://www.facebook.com/LittleItalyMercato/,https://twitter.com/LIMercato,,https://www.instagram.com/littleitalymercato/,555 W Date Street,San Diego ,San Diego,92104,01/01/2018 to 12/31/2018,Sat: 8:00 AM-2:00 PM;,,,,,,,-117.16826,32.72298,,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,9/25/2018 13:39
California,1019279,Little Italy Wednesday Market,http://sandiegomarkets.com/little-italy-wednesday-market/,https://www.facebook.com/LittleItalyWednesdayMarket/,,,https://www.instagram.com/littleitalywednesdaymarket/,555 W Date Street,San Diego ,San Diego,92104,01/01/2018 to 12/31/2018,Wed: 9:00 AM-1:00 PM;,,,,,,,-117.16835,32.722618,,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,9/25/2018 13:23
California,1004172,Live Oak Farmers Market,http://www.santacruzfarmersmarket.org,https://www.facebook.com/santacruzfarmersmarket,https://twitter.com/SCFarmersMkts,,,15th East Cliff Dr.,Live Oak,Santa Cruz,95062,01/01/2014 to 12/31/2014,Sun: 9:00 AM-1:00 PM;,,,,,,,-121.99042,36.963642,Private business parking lot,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,6/6/2014 12:54
California,1009241,Livermore Certified Farmers Market ,http://www.pcfma.com/market_home.php?market_id=6,https://www.facebook.com/LivermoreFarmersMarket,,,,Carnegie Park at 3rd and J St. ,Livermore,Alameda,94551,,,,,,,,,-121.768,37.680199,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
California,1006558,Livermore Farmers' Market,http://www.pcfma.com/livermore,,,,,2152 Second Street,Livermore,Alameda,94550,May to October,Thu:4:00 PM - 8:00 PM;,,,,,,,-121.76855,37.679543,Local government building grounds,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,6/13/2012 18:37
California,1006559,Livermore Farmers' Market,http://www.pcfma.com/livermore,,,,,Railroad Ave. & L Street,Livermore,Alameda,94550,January to December,sun:10:00 AM - 2:00 PM;,,,,,,,-121.77205,37.682602,Local government building grounds,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/13/2012 18:37
California,1003898,LMU Farmers Market,,,,,,,Los Angeles,Los Angeles,,September to April,Thu:10:00 AM - 2:00 PM;,,,,,,,-118.24368,34.052235,Educational institution,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/25/2012 16:21
California,1003221,Lodi Farmers Market,,,,,,"School St., Between Oak & Locust",Lodi,San Joaquin,95420,,,,,,,,,-121.261,38.123299,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1005815,Lodi Heritage Farmers Market,,,,,,509 East Eden,Lodi,San Joaquin,95420,,,,,,,,,-121.263,38.127899,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1005825,Lompoc Farmers Market,,,,,,Ocean St. & I St.,Nipomo,Santa Barbara,93444,,,,,,,,,-120.459,34.638901,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1010146,Long Beach Downtown Farmers Market,http://www.goodveg.org,https://www.facebook.com/harborareafarmersmarkets,,,,212 West Third Street,Long Beach ,Los Angeles,90802,01/01/2014 to 12/31/2014,Fri: 10:00 AM-3:00 PM;,,,,,,,-118.19452,33.770351,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,5/14/2014 13:54
California,1003702,Long Beach Southeast CFM,http://www.goodveg.org,https://www.facebook.com/harborareafarmersmarkets,,,,6530 Marina Drive,Long Beach,Los Angeles,90803,01/01/2014 to 12/31/2014,Sun: 9:00 AM-2:00 PM;,,,,,,,-118.1116,33.755531,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,5/12/2014 19:01
California,1003706,Long Beach Uptown Farmers Market,http://www.goodveg.org,https://www.facebook.com/harborareafarmersmarkets,,,,4600 Atlantic Avenue,Long Beach,Los Angeles,90807,01/01/2014 to 12/31/2014,Thu: 3:00 PM-6:30 PM;,,,,,,,-118.18468,33.842293,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,5/12/2014 18:46
California,1002742,Los Altos Certified Farmers Market,http://www.cafarmersmkts.com/markets/category/los-altos-farmers-market,https://www.Facebook.com/LosAltosFarmersMkt,https://twitter.com/cafarmersmks,,http://www.pinterest.com/cafarmersmkts/,State Street and Second Street,Los Altos,Santa Clara,94022,05/01/2016 to 09/29/2016,Thu: 4:00 PM-8:00 PM;,,,,,,,-122.11736,37.379177,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,7/20/2016 17:43
California,1000824,Los Banos Certified Farmers Market,,,,,,Hwy 152 & Pacheco Park,Los Banos,Merced,93635,06/07/2014 to 09/27/2014,Sun: 7:30 AM-11:00 AM;,,,,,,,-120.84604,37.056793,Local government building grounds,N,Y,N,Y,N,-,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/31/2014 16:39
California,1000825,Los Banos Farmers Market,,,,,,7th St. & J St.,Le Grand,Merced,95333,,,,,,,,,-120.847,37.0597,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1012110,Los Gatos Certified Farmers Market,http://cafarmersmkts.com,Los Gatos Farmers Market,@cafarmersmkts,,@cafarmersmkts,Main St & N Santa Cruz Ave,Los Gatos ,Santa Clara,95030,01/01/2016 to 12/31/2016,Sun: 9:00 AM-1:00 PM;,,,,,,,-121.98341,37.22224,,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/29/2016 17:17
California,1005455,Los Gatos Farmers Market,http://www.los-gatos.ca.us/los_gatos/businesses/,,,,,Montabello Way & Broadway,Los Gatos,Santa Clara,95030,,,,,,,,,-121.984,37.2216,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1003144,Lynwood Farmers Market,http://www.farmernet.com,,,,,Martin Luther King & Cesar Chavez Lane,Compton,Los Angeles,90221,,,,,,,,,-121.972,37.248001,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
California,1012442,Mack Road -Valley Hi Farmers Market ,,Mack Road-Valley Hi Farmers Market ,,,,6100 Mack Road ,Sacramento ,Sacramento,95823,05/20/2016 to 09/09/2016,Fri: 8:30 AM-1:30 PM;,,,,,,,-121.42905,38.473816,,Y,Y,N,Y,Y,-,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,7/11/2016 15:37
